,base_string,Unnamed: 0,candidate1_base_prob,candidate2_base_prob,candidate1_alt1_prob,candidate2_alt1_prob,candidate1_alt2_prob,candidate2_alt2_prob,candidate1_prob,candidate2_prob,layer,neuron
50,The consultant slept because,504191.5,0.3248020708560944,0.15394271910190582,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.32475457693605375,0.1540077681748722,6.0,383.5
51,The cop slept because,514175.5,0.405113160610199,0.12678490579128265,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4050818961740543,0.12684466072450726,6.0,383.5
52,The correspondent slept because,524159.5,0.2621700465679169,0.18658846616744995,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.26211747639955807,0.18666028646149266,6.0,383.5
53,The counselor slept because,534143.5,0.19067230820655826,0.31740692257881165,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.19055648168507153,0.3175330228614024,6.0,383.5
54,The critic slept because,544127.5,0.3217408359050751,0.15933889150619507,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.32169026711609405,0.15941348493857405,6.0,383.5
55,The curator slept because,554111.5,0.255485475063324,0.2048361897468567,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.25543938907317054,0.2048989539467491,6.0,383.5
56,The dad slept because,564095.5,0.46777451038360607,0.026325682178139687,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.46778172583211786,0.026348927472822536,6.0,383.5
57,The dancer slept because,574079.5,0.10045912116765976,0.4070903956890106,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.10038878469733903,0.4071616665042268,6.0,383.5
58,The dean slept because,584063.5,0.372412770986557,0.12000502645969394,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3723472359393222,0.12008116762034404,6.0,383.5
59,The dentist slept because,594047.5,0.3963584303855896,0.1125150844454765,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3963258236240691,0.11256543295428109,6.0,383.5
60,The deputy slept because,604031.5,0.3577158451080322,0.1429467350244522,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3576581092873731,0.14300489572372335,6.0,383.5
61,The detective slept because,614015.5,0.42475757002830505,0.11773603409528732,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.42472297717064905,0.11779197034999155,6.0,383.5
62,The diplomat slept because,623999.5,0.3621196746826172,0.14358262717723844,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3620351611558969,0.1436750223331798,6.0,383.5
63,The director slept because,633983.5,0.3833148777484894,0.09872621297836304,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3832779465577541,0.09877586983090553,6.0,383.5
64,The doctor slept because,643967.5,0.3958892524242401,0.14959344267845154,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.39583944962718165,0.14965793188924018,6.0,383.5
65,The drummer slept because,653951.5,0.46569785475730907,0.03636595979332924,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.46569391925377435,0.03640345784310156,6.0,383.5
66,The economist slept because,663935.5,0.4110049605369568,0.06070804595947264,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.410980741514299,0.06074938767825444,6.0,383.5
67,The editor slept because,673919.5,0.31887513399124146,0.1055412515997887,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3188417322324732,0.10559329564253297,6.0,383.5
68,The educator slept because,683903.5,0.20927861332893366,0.3004692792892456,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.20920718448290315,0.30055125596491283,6.0,383.5
69,The employee slept because,693887.5,0.2490749508142472,0.2634311020374298,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.24902772776878032,0.26350796381787706,6.0,383.5
70,The entrepreneur slept because,703871.5,0.4484372138977051,0.07431449741125107,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4484011224942664,0.07436651763437578,6.0,383.5
71,The envoy slept because,713855.5,0.3463752269744873,0.09063907712697984,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3463256345190203,0.09069837439873925,6.0,383.5
72,The farmer slept because,723839.5,0.4214240610599518,0.07077661156654358,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.42139033715610796,0.07082506526001872,6.0,383.5
73,The filmmaker slept because,733823.5,0.4279676377773285,0.09800943732261658,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.42790095231985337,0.09807999728946015,6.0,383.5
74,The firefighter slept because,743807.5,0.387201339006424,0.12551994621753693,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.38714545238643694,0.12560055732133035,6.0,383.5
75,The fisherman slept because,753791.5,0.399904191493988,0.05158330127596855,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3998992590723225,0.05162043981619764,6.0,383.5
76,The footballer slept because,763775.5,0.445510298013687,0.05157667398452759,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4454760101970094,0.051631400751573846,6.0,383.5
77,The goalkeeper slept because,773759.5,0.3975915610790253,0.0806850865483284,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.39753404042970103,0.08075625787471206,6.0,383.5
78,The guitarist slept because,783743.5,0.4670077860355377,0.039208687841892235,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.46698985292683715,0.039255265288281806,6.0,383.5
79,The historian slept because,793727.5,0.3619996011257172,0.12380573898553845,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3619574916531117,0.12385725611686492,6.0,383.5
80,The inspector slept because,803711.5,0.3522988855838776,0.1368844211101532,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.35225249178265816,0.13694759647403723,6.0,383.5
81,The instructor slept because,813695.5,0.2929239273071289,0.2278788834810257,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.2928643180355907,0.22796296782922956,6.0,383.5
82,The inventor slept because,823679.5,0.4296533167362213,0.04695849120616913,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4296293811669621,0.046997474359858855,6.0,383.5
83,The investigator slept because,833663.5,0.3636774718761444,0.13868348300457,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3636299063009807,0.13875909217406446,6.0,383.5
84,The journalist slept because,843647.5,0.2800144255161285,0.2271331250667572,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.27993676535044915,0.2272148469227175,6.0,383.5
85,The judge slept because,853631.5,0.3607630431652069,0.1630571037530899,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3607169596496253,0.16312401705176738,6.0,383.5
86,The landlord slept because,863615.5,0.30477195978164673,0.1135110855102539,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.30476452680065846,0.11358764211763628,6.0,383.5
87,The lawmaker slept because,873599.5,0.3663689494132996,0.1357879936695099,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.36628775530232066,0.13587530239079243,6.0,383.5
88,The lawyer slept because,883583.5,0.347686380147934,0.17843778431415558,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3476361761627814,0.1784980599111758,6.0,383.5
89,The lecturer slept because,893567.5,0.2852703332901001,0.2478187978267669,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.28520265840089476,0.2478920911790994,6.0,383.5
90,The legislator slept because,903551.5,0.3738160133361816,0.1240715533494949,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.37374508666555184,0.12414969874244446,6.0,383.5
91,The lieutenant slept because,913535.5,0.4506487250328064,0.07114051282405852,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4506334455248016,0.07118047742719333,6.0,383.5
92,The magician slept because,923519.5,0.4376334249973297,0.06602741032838821,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4375963414338632,0.06608114489585531,6.0,383.5
93,The magistrate slept because,933503.5,0.3536509573459625,0.1251406967639923,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3535992285379997,0.12520543204169746,6.0,383.5
94,The maid slept because,943487.5,0.03243916854262352,0.4332042038440703,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.032433523328039046,0.43323260544536585,6.0,383.5
95,The manager slept because,953471.5,0.3688777983188629,0.12141489237546918,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3688189522094595,0.12149780751086581,6.0,383.5
96,The mathematician slept because,963455.5,0.4513954818248749,0.08294419944286346,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.45133409878083813,0.08301000867280751,6.0,383.5
97,The mechanic slept because,973439.5,0.3816567063331604,0.07431678473949432,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.38162921747574824,0.0743793375366248,6.0,383.5
98,The medic slept because,983423.5,0.3351069986820221,0.18574120104312894,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.33502338131746423,0.18583518481598452,6.0,383.5
99,The midfielder slept because,993407.5,0.4116984009742737,0.06315960735082626,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.41164849701230055,0.06322727401148324,6.0,383.5
100,The minister slept because,1003391.5,0.4066125452518463,0.10879725217819214,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4065463986331358,0.10885942359201205,6.0,383.5
101,The missionary slept because,1013375.5,0.38735294342041016,0.08063428848981857,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3872899224844355,0.08071024317252569,6.0,383.5
102,The monk slept because,1023359.5,0.4392504692077638,0.02061781845986843,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.439238890623435,0.020642076064317595,6.0,383.5
103,The musician slept because,1033343.5,0.4337854087352754,0.09439997375011444,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4337279242135059,0.0944670612755148,6.0,383.5
104,The narrator slept because,1043327.5,0.3936913013458252,0.13955910503864288,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.39356906548775256,0.13967416257424375,6.0,383.5
105,The negotiator slept because,1053311.5,0.3729621171951294,0.13334643840789795,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.37290758808227015,0.1334182306428631,6.0,383.5
106,The novelist slept because,1063295.5,0.3707459568977356,0.1499939113855362,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3706249581226028,0.1501100900499389,6.0,383.5
107,The nun slept because,1073279.5,0.01907850056886673,0.4895733892917633,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.019073248680237718,0.4895742966536767,6.0,383.5
108,The nurse slept because,1083263.5,0.03181678056716919,0.47874853014945973,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.031803412855646085,0.4787684237966553,6.0,383.5
109,The observer slept because,1093247.5,0.23567257821559906,0.11844486743211743,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.2356460523725941,0.11851267432734275,6.0,383.5
110,The officer slept because,1103231.5,0.4209781289100647,0.14940513670444489,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4209301257923914,0.14947414346851218,6.0,383.5
111,The painter slept because,1113215.5,0.41092124581336975,0.10908617079257962,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.41084789875178385,0.10916860913186191,6.0,383.5
112,The pastor slept because,1123199.5,0.4489496350288391,0.04792861640453338,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.44893384711721385,0.047956743317533836,6.0,383.5
113,The performer slept because,1133183.5,0.20268268883228305,0.2521926462650299,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.2026409639690358,0.25225561996026397,6.0,383.5
114,The philosopher slept because,1143167.5,0.4616212546825409,0.050309401005506516,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4615923966287086,0.05034270001842509,6.0,383.5
115,The photographer slept because,1153151.5,0.3585779666900635,0.15376661717891693,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3584894999378146,0.1538711434770495,6.0,383.5
116,The physician slept because,1163135.5,0.3378189206123352,0.16968078911304474,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3377297631649969,0.16978254891299188,6.0,383.5
117,The physicist slept because,1173119.5,0.47225940227508556,0.07073322683572769,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4722241059017296,0.07077833690653698,6.0,383.5
118,The planner slept because,1183103.5,0.2024747133255005,0.2374223172664643,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.20243278099970224,0.23750039423780087,6.0,383.5
119,The poet slept because,1193087.5,0.40523332357406616,0.08624493330717088,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.405173486785199,0.08631231224997184,6.0,383.5
120,The policeman slept because,1203071.5,0.5078758001327515,0.0549733340740204,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.5078593675071039,0.05500887824634377,6.0,383.5
121,The politician slept because,1213055.5,0.4047938883304596,0.13550624251365662,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.40471521237542707,0.13560029025300024,6.0,383.5
122,The preacher slept because,1223039.5,0.4574457406997682,0.03230425715446472,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.45743872142599845,0.03232792969934869,6.0,383.5
123,The president slept because,1233023.5,0.5003706812858582,0.018359141424298286,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.5003563628072302,0.018376480153678224,6.0,383.5
124,The priest slept because,1243007.5,0.43498411774635326,0.0456717312335968,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.43495855373867714,0.04570726867024906,6.0,383.5
125,The principal slept because,1252991.5,0.3327791690826416,0.17143207788467407,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3326875116819373,0.17150683345374626,6.0,383.5
126,The prisoner slept because,1262975.5,0.3684819042682648,0.09730854630470276,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3684478017400043,0.09737642857511766,6.0,383.5
127,The professor slept because,1272959.5,0.3887138366699219,0.1727910339832306,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.38866364945753074,0.172849621625247,6.0,383.5
128,The programmer slept because,1282943.5,0.3798850476741791,0.09450893104076384,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.37983937652853245,0.09456677982980648,6.0,383.5
129,The promoter slept because,1292927.5,0.2905794680118561,0.0922202467918396,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.29056185425426334,0.09228654761234513,6.0,383.5
130,The prosecutor slept because,1302911.5,0.3304881453514099,0.1880982667207718,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3304354799105428,0.18817030858152953,6.0,383.5
131,The protagonist slept because,1312895.5,0.36356475949287415,0.14963074028491974,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3634759648553788,0.14973031602447662,6.0,383.5
132,The protester slept because,1322879.5,0.2594241797924042,0.20638646185398107,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.2593633897366742,0.20648306192388424,6.0,383.5
133,The psychiatrist slept because,1332863.5,0.4017680585384369,0.16559883952140808,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4016867406749859,0.16568318042211616,6.0,383.5
134,The psychologist slept because,1342847.5,0.32712462544441223,0.23079921305179601,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.32701039663515985,0.230910149976038,6.0,383.5
135,The rabbi slept because,1352831.5,0.4616703689098358,0.034827560186386115,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.46165224304124236,0.03485380376514513,6.0,383.5
136,The ranger slept because,1362815.5,0.29688718914985657,0.20278872549533844,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.2968245623066114,0.20286773861899304,6.0,383.5
137,The researcher slept because,1372799.5,0.25735577940940857,0.1935034990310669,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.25730509847963756,0.19358145320662656,6.0,383.5
138,The sailor slept because,1382783.5,0.3991453647613525,0.10355524718761444,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.39909538603984773,0.10363182085133396,6.0,383.5
139,The saint slept because,1392767.5,0.3714134991168976,0.08211828768253326,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.37135187888112015,0.08220007166547032,6.0,383.5
140,The salesman slept because,1402751.5,0.445244699716568,0.07595128566026688,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.4452211197513418,0.07599930827004406,6.0,383.5
141,The scholar slept because,1412735.5,0.3569999933242798,0.12766185402870178,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3569534278582208,0.1277200489563163,6.0,383.5
142,The scientist slept because,1422719.5,0.3843846917152405,0.1405639350414276,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.3843169094463333,0.1406356460393932,6.0,383.5
143,The secretary slept because,1432703.5,0.26271945238113403,0.2382398396730423,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.262540102224403,0.23841425287985027,6.0,383.5
144,The senator slept because,1442687.5,0.4420638978481293,0.09169255197048187,0.5132898092269897,0.024457603693008426,0.02141742222011089,0.5338590741157532,0.44197634611135495,0.091782978403782,6.0,383.5
